UID,ApplicationDate,Amount,Term,EmploymentType,LoanPurpose,Success
9157824,06/12/2020,15000,36,Employed - part time,consolodation,0
9157985,06/12/2020,2000,12,Self employed,Consolidation,0
9160633,07/12/2020,5000,24,Employed - full time,Debt consolidation,0
9162685,07/12/2020,1500,24,Employed - full time,debt consolidation,0
9166722,07/12/2020,5000,12,Self employed,Consolidation,0
9167605,07/12/2020,3000,48,Employed - full time,Consolidation,0
9168674,07/12/2020,5000,24,Employed - full time,pay off credit card,0
9170915,07/12/2020,4000,24,Employed - full time,Consolidation,0
9174051,07/12/2020,1000,12,Employed - full time,debt consolidation,0
9182401,08/12/2020,15000,60,Employed - full time,Debt consolidation,0
9183088,08/12/2020,4000,24,Employed - part time,Consolidating debt,0
9185456,08/12/2020,20000,60,Employed - full time,Pay credit card,0
9186626,08/12/2020,10000,60,Employed - full time,Consolidation,0
9189752,08/12/2020,5000,36,Employed - full time,Consolidation,0
9194729,08/12/2020,3000,24,Employed - full time,Debt consolidation,0
9196778,08/12/2020,15000,60,Employed - full time,Consolidation,1
9197372,08/12/2020,5000,60,Employed - part time,Consolidation,0
9198318,08/12/2020,6000,60,Employed - full time,Consolidation,0
9199103,08/12/2020,16500,24,Employed - full time,Consolidation,0
9201861,08/12/2020,7000,36,Employed - full time,Debt Consolidation,0
9202736,08/12/2020,12000,36,Employed - full time,Credit Card Consolidation,0
9211343,08/12/2020,1000,24,Employed - full time,consolidation,0
9215692,08/12/2020,10000,60,Employed - full time,consolidating other debts,0
9218680,08/12/2020,12000,60,Employed - full time,credit card bills,0
9225959,09/12/2020,10000,24,Employed - full time,Consolidating other loans,0
9227979,09/12/2020,6000,60,Employed - full time,Consolidate debt,0
9229264,09/12/2020,20000,60,Employed - full time,Debt consolidation,0
9229304,09/12/2020,9000,60,Employed - part time,consolidation,1
9230294,09/12/2020,1000,36,Employed - full time,Debt,0
9236307,09/12/2020,15000,36,Employed - full time,Pay credit cards,0
9236592,09/12/2020,3000,60,Employed - full time,debt consolidation,0
9251694,10/12/2020,1000,24,Employed - part time,Debt consolidation,1
9253053,10/12/2020,6800,60,Employed - full time,Debt consilidation,0
9254007,10/12/2020,1000,60,Employed - full time,Consolidation,0
9260727,10/12/2020,15000,48,Employed - full time,Consolidate debt,0
9261454,10/12/2020,7000,48,Employed - part time,emergency maintanence,0
9264424,10/12/2020,10000,60,Employed - full time,Debt,1
9269408,11/12/2020,1000,12,Employed - full time,Debt consolidation,0
9270684,11/12/2020,10000,60,Employed - full time,Debt consolidation,0
9272615,11/12/2020,20000,60,Employed - full time,Consolidation of Debts,0
9277715,11/12/2020,19000,60,Employed - full time,Debt consolidation,0
9280036,11/12/2020,1900,12,Self employed,pay credit cards,0
9281982,11/12/2020,8000,48,Retired,consolidation loans,0
9287372,11/12/2020,2000,24,Employed - part time,Consolidate debt,0
9296536,12/12/2020,2500,12,Employed - full time,Debit consolidation,0
9298673,12/12/2020,1500,24,Employed - full time,"Glasses, consolidation",0
9298997,12/12/2020,600,12,Employed - full time,Consolidation,0
9302653,12/12/2020,1000,18,Employed - full time,Debt Consolidation,0
9305483,12/12/2020,11000,60,Employed - full time,Debt consolidation,0
9312399,13/12/2020,20000,36,Employed - full time,Consolidate other debts,0
9317333,13/12/2020,12000,60,Employed - full time,consolidation,0
9327141,14/12/2020,7500,60,Employed - full time,Loan consilidation,0
9328049,14/12/2020,7500,48,Employed - full time,Debt consolidation,0
9329870,14/12/2020,12000,60,Employed - full time,Clear credit cards,0
9331049,14/12/2020,15000,60,Employed - full time,consolidate debt,0
9331190,14/12/2020,2000,36,Employed - full time,Clear debt,0
9343420,14/12/2020,10000,36,Employed - full time,Consolidation,0
9346495,14/12/2020,7500,60,Employed - full time,debts,0
9347616,14/12/2020,16000,60,Employed - full time,Consolidation,0
9352166,15/12/2020,5000,36,Employed - full time,CONSOLIDATE,0
9356415,15/12/2020,1500,24,Employed - full time,debt consolidation,0
9357758,15/12/2020,4000,60,Employed - full time,Consolidation,0
9361160,15/12/2020,2000,24,Employed - full time,Consolidation and other bits,0
9361174,15/12/2020,5000,48,Employed - full time,Consolidation,0
9363867,15/12/2020,1455,36,Employed - part time,Consolidation,1
9371663,15/12/2020,1000,12,Employed - full time,Consolidation,0
9376743,15/12/2020,10000,36,Employed - full time,Consolidation,0
9378340,15/12/2020,15000,60,Employed - full time,Consolidation,0
9387654,16/12/2020,2000,24,Employed - full time,Want all dept in one payment,0
9390802,16/12/2020,1000,48,Employed - full time,Consolidation,0
9392742,16/12/2020,5300,60,Employed - full time,Consolidation,0
9393992,16/12/2020,15000,60,Employed - full time,Consolidation,0
9394382,16/12/2020,10000,60,Employed - full time,Consolidate debt,0
9395302,16/12/2020,1000,36,Employed - full time,Consolidating Debt,0
9397771,16/12/2020,5000,60,Employed - full time,Paying of credit cards,0
9398338,16/12/2020,3000,36,Employed - full time,paying off debt,0
9399379,16/12/2020,20000,60,Employed - full time,debts,0
9406687,16/12/2020,16000,48,Employed - full time,Consolidation,0
9410087,17/12/2020,1000,12,Employed - full time,Debt consolidation,0
9420979,17/12/2020,15000,36,Employed - full time,repair credit score,0
9425802,17/12/2020,5000,36,Employed - part time,Credit card,1
9425915,17/12/2020,5000,36,Employed - full time,Consolidation,0
9431328,18/12/2020,10000,12,Employed - full time,consolidation,0
9437449,18/12/2020,2000,24,Employed - full time,Consolidation,0
9441517,18/12/2020,4000,60,Employed - full time,Debt,0
9443629,18/12/2020,1000,12,Employed - full time,to pay credit card off,0
9447650,19/12/2020,20000,60,Employed - full time,consolidation,1
9449459,19/12/2020,5000,24,Employed - full time,Pay off credit cards,0
9451376,19/12/2020,4000,48,Self employed,Consolidation,0
9455635,19/12/2020,15000,60,Employed - full time,Consolidation,0
9457506,19/12/2020,4000,60,Employed - full time,consolidation of other debts,0
9460313,20/12/2020,2000,24,Employed - part time,Consolidation,0
9464459,20/12/2020,15000,60,Employed - full time,Consolidation,0
9465681,20/12/2020,5000,60,Employed - full time,Debt consolidation,0
9467813,20/12/2020,15000,24,Employed - full time,debt consolidation,0
9468237,20/12/2020,10000,60,Employed - full time,Debt consolidation and car repairs,0
9469544,20/12/2020,7500,24,Employed - full time,Debts,0
9469624,20/12/2020,5500,24,Employed - part time,Consolidation,0
9480186,21/12/2020,10000,60,Employed - full time,Debts,0
9480764,21/12/2020,6000,18,Employed - full time,CONSOLIDATION,0
9481434,21/12/2020,15000,60,Employed - full time,Consolidate,0
9485234,21/12/2020,8000,48,Employed - part time,Consolidation,0
9487496,21/12/2020,8500,60,Employed - full time,Consolidate,0
9492182,21/12/2020,5000,60,Employed - full time,Debt consolidation,0
9496797,22/12/2020,8000,48,Employed - full time,debt consolidation,0
9499620,22/12/2020,12000,36,Employed - full time,Clear debt for myself and wife,0
9499857,22/12/2020,15000,36,Employed - full time,Pay of credit card,0
9512246,22/12/2020,8000,24,Employed - full time,Debt Consolidation,0
9514758,22/12/2020,1400,24,Employed - part time,Debt,0
9516121,22/12/2020,5000,24,Employed - part time,Consolidation,0
9519038,23/12/2020,10000,60,Employed - full time,Debt consolidation,0
9524292,23/12/2020,2000,12,Employed - full time,Debt,0
9527181,23/12/2020,4000,48,Employed - full time,consolidation of debts and holiday,1
9527983,23/12/2020,20000,36,Employed - full time,Consolidate debt,0
9530705,23/12/2020,1000,24,Employed - full time,Credit,0
9540932,24/12/2020,6000,48,Employed - full time,Consolidation,1
9555441,26/12/2020,20000,54,Employed - full time,Debts,0
9558587,26/12/2020,10000,60,Employed - full time,Consolidation,0
9559341,26/12/2020,10000,48,Employed - full time,Consolidation,0
9571843,27/12/2020,1000,12,Employed - full time,Consolidation,0
9573581,27/12/2020,5000,60,Employed - full time,Consolidation,0
9575789,27/12/2020,12000,60,Employed - full time,Consolidation,0
9581280,27/12/2020,15000,60,Employed - full time,debt consolidation,0
9581814,27/12/2020,15000,36,Employed - full time,Consolidation,1
9583286,28/12/2020,2000,24,Employed - part time,Consolidate other debts,0
9589721,28/12/2020,17000,48,Employed - full time,Consolidate sgsiating debts,0
9592881,28/12/2020,5000,24,Employed - full time,Credit card,0
9599183,28/12/2020,2000,36,Employed - full time,Debt consolidation,0
9601806,28/12/2020,6000,60,Self employed,Debt consolidation,1
9608012,29/12/2020,3800,24,Employed - full time,Consolidation,0
9610940,29/12/2020,5000,48,Employed - full time,Consolidation,1
9613261,29/12/2020,13500,36,Employed - full time,Consolidation,0
9618668,29/12/2020,3000,12,Employed - part time,Consolidation,1
9621904,29/12/2020,10000,60,Employed - full time,Consolidation,0
9624306,29/12/2020,5000,48,Employed - full time,Debt Consolidation,0
9625839,29/12/2020,1000,12,Employed - full time,Credit Card Consolidation,0
9630107,29/12/2020,15000,60,Employed - full time,Consolidation,0
9635912,29/12/2020,8900,36,Employed - full time,Debt consolidatiin,1
9642772,30/12/2020,10000,36,Employed - full time,Debt consolidation,0
9642823,30/12/2020,10000,60,Employed - full time,Other Debts,0
9651279,30/12/2020,5000,60,Employed - full time,Consolidation,0
9652145,30/12/2020,14000,48,Employed - full time,Consolidation,1
9653593,30/12/2020,15000,36,Employed - full time,Credit card repayment,0
9661084,30/12/2020,1000,12,Employed - full time,Consolidate debt,1
9662564,30/12/2020,15000,48,Self employed,consolidation,0
9662980,30/12/2020,2000,24,Employed - full time,Debt consolidation,0
9668452,31/12/2020,2000,24,Employed - full time,Consolidation,0
9672132,31/12/2020,10000,24,Employed - full time,Debt consolidation,0
9679684,31/12/2020,1000,24,Employed - full time,Consolidation,0
305623,03/01/2020,7000,54,Self employed,Holiday,0
349771,05/01/2020,1000,12,Employed - full time,Holidays,0
413981,07/01/2020,15000,60,Employed - full time,holiday spending money,0
433876,07/01/2020,3500,36,Employed - full time,Holiday,0
462610,08/01/2020,5000,60,Employed - full time,Family Holiday,0
566236,11/01/2020,1000,12,Employed - full time,holyday,0
719392,17/01/2020,8000,30,Employed - full time,Holiday,0
965504,25/01/2020,1000,36,Employed - full time,holidays,0
1075881,29/01/2020,1500,12,Employed - part time,holiday wadding,0
1112091,30/01/2020,3000,48,Employed - full time,bills and holiday,0
1163638,01/02/2020,5000,24,Employed - full time,Holiday,1
1180098,02/02/2020,3000,60,Employed - full time,Holiday,0
1328959,07/02/2020,1500,18,Employed - full time,holiday,1
1356791,08/02/2020,3000,30,Employed - full time,holiday,1
1386012,09/02/2020,1000,24,Employed - full time,holiday,0
1437974,11/02/2020,2000,36,Employed - full time,holiday,0
1448449,11/02/2020,1000,12,Employed - full time,Holiday,0
1482475,12/02/2020,8000,24,Employed - full time,Holiday,0
1503674,13/02/2020,10000,54,Employed - full time,Holiday,1
1646348,18/02/2020,6000,60,Employed - full time,Holiday.,0
1650735,18/02/2020,2500,24,Employed - full time,A holiday,1
1657034,19/02/2020,2500,12,Employed - full time,Holidays,0
1663315,19/02/2020,2000,24,Employed - full time,holiday,0
1714008,21/02/2020,7500,60,Employed - full time,Holiday,0
1891726,27/02/2020,1000,12,Employed - full time,Holiday,0
1907893,28/02/2020,8000,48,Employed - full time,Holiday and bills,1
2067385,04/03/2020,4000,24,Employed - full time,Holiday,0
2154993,07/03/2020,2000,36,Employed - part time,Holidays,0
2170507,08/03/2020,3000,60,Employed - full time,Bills and holiday,0
2173785,08/03/2020,10000,24,Self employed,holiday,0
2187305,08/03/2020,2500,24,Employed - part time,Holidsy,0
2539122,17/03/2020,1000,60,Employed - full time,Holiday,0
2667304,25/03/2020,10000,36,Employed - full time,Family Holiday,0
2786981,01/04/2020,5500,60,Employed - full time,Holiday,0
2806933,02/04/2020,3000,24,Employed - full time,holiday,0
3073958,17/04/2020,2000,12,Employed - full time,Holiday,0
3259502,27/04/2020,1000,60,Employed - full time,holiday,0
3290669,29/04/2020,5000,24,Employed - full time,Holiday,0
3552330,12/05/2020,500,12,Employed - full time,holiday,0
3683236,18/05/2020,15000,60,Employed - full time,holiday,0
3686885,18/05/2020,2000,24,Employed - full time,Holiday,0
3707679,19/05/2020,2000,36,Employed - full time,Holiday,0
4878611,01/07/2020,12000,60,Employed - full time,Holiday,0
5103893,09/07/2020,5000,48,Employed - full time,Holiday,0
5482393,23/07/2020,1800,12,Employed - full time,holiday,0
5662806,29/07/2020,5000,48,Employed - full time,Family holiday,0
5733263,01/08/2020,5000,60,Employed - full time,holydai,0
5738341,01/08/2020,2500,36,Employed - full time,Holiday,0
5745823,02/08/2020,5500,48,Employed - full time,holiday,1
5792782,04/08/2020,2000,48,Employed - full time,Holiday,0
5796371,04/08/2020,1000,24,Employed - full time,Holliday,0
5849395,05/08/2020,2000,24,Employed - full time,Holiday,0
6448480,27/08/2020,3000,24,Employed - full time,Holiday,0
6453978,27/08/2020,2500,54,Employed - full time,holiday,0
6856832,10/09/2020,5000,36,Self employed,Holiday,0
6869751,11/09/2020,1000,12,Employed - full time,holiday,0
7345896,30/09/2020,5000,60,Employed - full time,holiday,0
7409132,02/10/2020,5000,24,Self employed,Holiday,0
7768791,15/10/2020,1000,24,Employed - full time,Holidat,0
7956884,22/10/2020,3000,36,Employed - full time,Holiday,0
8013184,24/10/2020,19741,36,Employed - full time,Holiday,0
8161093,30/10/2020,20000,48,Employed - full time,Holiday,0
8510630,11/11/2020,3000,24,Retired,Holiday,0
8719659,18/11/2020,1000,24,Employed - full time,holidays,0
8812570,23/11/2020,10000,24,Employed - full time,Holiday,0
228377,01/01/2020,5000,36,Employed - full time,Home Improvments,1
233128,01/01/2020,2000,24,Employed - full time,Home improvements,0
248594,02/01/2020,6000,60,Employed - full time,Home improvement,0
258900,02/01/2020,2000,24,Employed - part time,home improvemement,0
305568,03/01/2020,1000,24,Employed - full time,Home improvement,0
315580,04/01/2020,20000,24,Self employed,home improvements,0
337486,04/01/2020,5000,60,Employed - full time,home inprovements,0
339634,04/01/2020,10000,48,Employed - full time,Moving house,1
343519,04/01/2020,20000,60,Employed - full time,home improvement,0
360555,05/01/2020,1000,12,Employed - full time,home improvements,0
365946,05/01/2020,10000,36,Employed - full time,Home improvements,1
383172,06/01/2020,9500,60,Employed - full time,Home Improvments,0
399081,06/01/2020,1000,36,Employed - full time,moving,0
408333,06/01/2020,6000,60,Employed - full time,Home improvement,0
420282,07/01/2020,14000,60,Employed - full time,home improvement,0
426001,07/01/2020,20000,54,Self employed,Home Improvments,0
430143,07/01/2020,7500,48,Employed - full time,Home improvement,0
436476,07/01/2020,12000,12,Employed - full time,Home improvement,0
449197,07/01/2020,15000,60,Employed - full time,house,0
452139,08/01/2020,1000,54,Employed - part time,Home improvements,0
467303,08/01/2020,1000,24,Employed - full time,Home improvements,0
478153,08/01/2020,1000,24,Employed - part time,House repairs,0
484551,09/01/2020,10000,36,Self employed,Moving home,0
485317,09/01/2020,1000,30,Employed - full time,Home improvements,0
497686,09/01/2020,1000,24,Employed - full time,house,0
502860,09/01/2020,15000,60,Employed - full time,Home improvements,0
509728,10/01/2020,10000,60,Employed - full time,Home improvement,0
518833,10/01/2020,1200,18,Employed - full time,Home improvements,0
519727,10/01/2020,4000,12,Employed - part time,Home,1
532699,10/01/2020,6200,60,Employed - full time,Home improvements,1
548204,11/01/2020,13500,60,Employed - full time,Home,0
612901,13/01/2020,10000,60,Employed - full time,home,0
633457,14/01/2020,15000,12,Employed - full time,Home,0
644558,14/01/2020,10000,36,Employed - full time,Home improvement,0
665252,15/01/2020,5000,60,Employed - part time,House,1
672190,15/01/2020,10000,24,Employed - full time,Home improvements,0
672842,15/01/2020,500,12,Employed - full time,moveing,0
674410,15/01/2020,3000,12,Employed - full time,Home improvements,0
677203,15/01/2020,15000,60,Employed - full time,House improvement,0
684757,15/01/2020,20000,60,Employed - full time,home improvement,0
688677,15/01/2020,10500,48,Employed - full time,home improvements,0
693153,16/01/2020,1000,12,Employed - full time,Home improvements,0
700831,16/01/2020,15000,60,Employed - full time,home improvement,0
700982,16/01/2020,15000,60,Employed - full time,Home improvement,0
704927,16/01/2020,15000,48,Employed - full time,Home,0
705064,16/01/2020,10000,60,Employed - full time,Home improvements,0
705090,16/01/2020,10000,60,Employed - full time,Home Improvments,0
719441,17/01/2020,3000,36,Employed - full time,Home Improvements,0
728533,17/01/2020,10000,24,Employed - full time,Buying House,0
729855,17/01/2020,15000,36,Employed - full time,Home improvements,0
733850,17/01/2020,5000,36,Employed - full time,Home improvements,0
745506,17/01/2020,20000,60,Employed - full time,Home improvements,0
750157,18/01/2020,10000,60,Employed - full time,Home improvements,0
804030,20/01/2020,10000,24,Employed - full time,Home improvement,0
806111,20/01/2020,1000,24,Employed - full time,Home Improvments,0
814100,20/01/2020,20000,60,Self employed,Home improvement,0
815913,20/01/2020,20000,42,Self employed,Home maintenance,0
823719,21/01/2020,18000,54,Employed - full time,Home improvements,0
825853,21/01/2020,20000,54,Employed - part time,Home improvement,0
848896,21/01/2020,5000,36,Employed - full time,"Home iprovement, wedding",0
857931,22/01/2020,1500,24,Employed - full time,Home Improvments,0
872320,22/01/2020,1800,60,Employed - full time,home improvement,0
881106,22/01/2020,1000,24,Employed - full time,Home improvement,0
914706,24/01/2020,7000,24,Employed - full time,home improvement,0
940198,24/01/2020,2000,12,Employed - full time,House deposit,0
959613,25/01/2020,20000,60,Employed - full time,Home improvement,0
1012129,27/01/2020,5000,36,Employed - full time,home improvement,1
1018837,27/01/2020,15000,48,Employed - full time,home improvements,0
1020432,27/01/2020,20000,60,Employed - full time,Home improvement,0
1044600,28/01/2020,500,12,Self employed,Home Improvments,0
1048210,28/01/2020,15000,60,Employed - full time,Home improvements,0
1048499,28/01/2020,15000,60,Employed - full time,Home improvement,0
1055728,29/01/2020,2000,24,Employed - full time,Home Improvments,0
1074488,29/01/2020,20000,60,Self employed,Home improvement,0
1085996,30/01/2020,2000,24,Employed - full time,House repairs,0
1120569,31/01/2020,3000,54,Employed - full time,Home Improvments,0
1153121,01/02/2020,5000,24,Employed - full time,Home Improvments,0
1159460,01/02/2020,1000,60,Employed - full time,New kitchen,0
1162938,01/02/2020,15000,24,Employed - full time,Home improvements,0
1172240,02/02/2020,1000,36,Employed - full time,Home Improvments,0
1193355,03/02/2020,10000,60,Employed - full time,Home improvement,0
1200735,03/02/2020,1000,24,Employed - full time,deposit,0
1201001,03/02/2020,2000,24,Employed - full time,Home Improvments,0
1205090,03/02/2020,1000,12,Employed - full time,new home,0
1212163,03/02/2020,15000,60,Employed - full time,home renovation,0
1222656,04/02/2020,10000,60,Self employed,Home improvement,0
1235246,04/02/2020,1000,24,Employed - full time,Home improvements,1
1248555,04/02/2020,15000,48,Employed - full time,home improvement,0
1263248,05/02/2020,5000,48,Employed - full time,home improvement,0
1270350,05/02/2020,11500,36,Employed - full time,home improvements,0
1296392,06/02/2020,2000,36,Employed - full time,home improvements,0
1321772,07/02/2020,8000,60,Employed - full time,Home improvement on new home,0
1322088,07/02/2020,5000,60,Employed - full time,Home improvements,0
1350256,08/02/2020,1000,12,Self employed,Kitchen,0
1351426,08/02/2020,1000,24,Employed - full time,Home,0
1364967,08/02/2020,15000,60,Employed - full time,Home improvements,0
1365551,08/02/2020,15000,24,Self employed,Home improvements,0
1368436,08/02/2020,10000,48,Employed - full time,renovations,0
1393700,09/02/2020,14000,60,Self employed,home improvements,0
1395661,09/02/2020,10000,60,Employed - full time,Home improvments,0
1417660,10/02/2020,20000,60,Employed - full time,New boiler,0
1419110,10/02/2020,15000,60,Employed - full time,Home improvements,0
1430536,11/02/2020,14000,24,Self employed,Home improvment,0
1433666,11/02/2020,1000,24,Employed - full time,home repairs,0
1450292,11/02/2020,500,12,Employed - full time,Home Improvements,0
1453213,11/02/2020,20000,36,Employed - full time,Home improvement,0
1457435,11/02/2020,12501,48,Employed - part time,Home improvements,0
1468829,12/02/2020,2000,36,Employed - part time,Bathroom,0
1480195,12/02/2020,20000,60,Employed - full time,Home improvment,0
1510957,13/02/2020,10000,60,Employed - full time,home improvement,0
1517061,13/02/2020,1000,12,Employed - full time,home improvements,0
1521872,14/02/2020,20000,60,Employed - full time,Home improvement,0
1521997,14/02/2020,15000,60,Employed - full time,House,0
1539039,14/02/2020,10000,48,Employed - full time,Home improvements,0
1545475,15/02/2020,10000,60,Self employed,home improvements,0
1563553,15/02/2020,2000,36,Employed - part time,Home improvement,0
1573289,16/02/2020,5000,60,Employed - full time,Home improvement,1
1619680,17/02/2020,7500,48,Employed - part time,House Improvements,0
1620920,17/02/2020,5000,12,Employed - full time,Home improvements,0
1628223,18/02/2020,1500,24,Employed - full time,home improvments,0
1639625,18/02/2020,10000,60,Employed - full time,Home improvements,0
1646214,18/02/2020,4000,24,Employed - full time,home improvement,0
1656679,19/02/2020,10000,60,Employed - full time,Home,0
1657299,19/02/2020,5000,48,Employed - full time,home,0
1661534,19/02/2020,2000,24,Employed - full time,Home Improvments,0
1671568,19/02/2020,12000,60,Employed - full time,Home Improvments,0
1672478,19/02/2020,5000,36,Employed - full time,Home repairs,0
1684910,20/02/2020,1000,24,Employed - full time,Home Improvements,0
1710259,20/02/2020,15000,60,Employed - full time,Home Improvments,0
1715452,21/02/2020,1500,24,Employed - full time,Housing deposit,0
1715637,21/02/2020,7000,54,Employed - full time,home improvements,0
1745310,21/02/2020,15000,60,Employed - full time,Home Improvments,0
1763688,22/02/2020,10000,54,Employed - full time,house improvements,0
1780999,23/02/2020,7500,60,Employed - full time,Home Improvements,1
1795728,24/02/2020,12000,60,Self employed,Home improvement,0
1811564,24/02/2020,10000,60,Self employed,House rennovation,0
1822251,25/02/2020,1000,12,Employed - full time,home inprovments,0
1832921,25/02/2020,5000,60,Retired,Housing,0
1837845,25/02/2020,20000,60,Employed - full time,Home improvement,0
1860682,26/02/2020,7500,36,Employed - full time,Moving House,0
1865651,26/02/2020,5000,60,Employed - full time,Home improvement,0
1868734,26/02/2020,1500,12,Self employed,deposit,0
1884886,27/02/2020,1000,12,Employed - full time,Home improvementd,0
1891396,27/02/2020,10000,36,Self employed,Home Improvments,0
1903095,27/02/2020,8000,48,Employed - full time,home improvement,0
1913052,28/02/2020,13500,60,Retired,house improvements,1
1922577,28/02/2020,1000,12,Employed - full time,home improvments,0
1928024,28/02/2020,2500,12,Employed - full time,Home Improvements,1
1934711,28/02/2020,10000,60,Self employed,home improvement,0
1951166,29/02/2020,8000,48,Employed - full time,Home improvement,0
1964569,29/02/2020,3000,60,Employed - full time,Home improvements,1
1965119,29/02/2020,13000,24,Employed - full time,Home improvements,0
1978363,01/03/2020,20000,48,Self employed,home improvement,0
2012215,02/03/2020,10000,60,Employed - full time,home improvement,0
2014053,02/03/2020,5000,60,Employed - full time,Home improvement,0
2022262,02/03/2020,10000,60,Employed - full time,Home improvement,0
2023477,02/03/2020,5000,60,Employed - full time,Home improvement,0
2047915,03/03/2020,1000,24,Employed - full time,Home improvements,0
2053543,03/03/2020,10000,60,Self employed,home improvement,0
2067809,04/03/2020,9000,12,Employed - full time,House improvement,0
2084962,04/03/2020,3000,60,Employed - full time,House items,0
2109361,05/03/2020,20000,60,Employed - full time,home improvements,0
2113194,05/03/2020,15000,60,Employed - full time,Decorate my house,0
2117150,05/03/2020,2000,24,Employed - full time,House hold upgrade,0
2140632,06/03/2020,8000,60,Employed - full time,Home improvement,1
2148285,07/03/2020,15000,60,Employed - full time,Home improvements,0
2151995,07/03/2020,4500,24,Employed - full time,House,0
2155321,07/03/2020,7000,36,Employed - full time,Home improvements,0
2192003,09/03/2020,1000,24,Employed - full time,home improvements,0
2200948,09/03/2020,2000,24,Employed - full time,House,0
2202842,09/03/2020,5000,48,Employed - full time,Home improvements,0
2209057,09/03/2020,10000,48,Employed - full time,house improvement,0
2215088,09/03/2020,5000,60,Employed - full time,home improvement,0
2219505,09/03/2020,10000,36,Employed - full time,Home improvement,0
2221287,10/03/2020,5000,60,Employed - full time,home improvement,0
2239880,10/03/2020,1500,24,Employed - full time,Home improvements,0
2243953,10/03/2020,1000,36,Employed - full time,new home,0
2250171,10/03/2020,1000,24,Retired,Home improvements,0
2250446,10/03/2020,1000,60,Employed - full time,Home improvement,0
2255205,11/03/2020,1000,24,Employed - full time,Home improvements,0
2259868,11/03/2020,1000,24,Employed - full time,home improvement,0
2266703,11/03/2020,2000,24,Employed - full time,House improvement,0
2295186,12/03/2020,1000,12,Employed - full time,Doing up the house,1
2296981,12/03/2020,10000,60,Retired,Household improvement,0
2299358,12/03/2020,11000,48,Employed - full time,Home improvements,0
2302473,12/03/2020,4000,48,Employed - full time,home move,0
2306089,12/03/2020,3000,36,Employed - full time,Home improvements,0
2310911,12/03/2020,11000,36,Employed - full time,home improvement,0
2322280,13/03/2020,1000,24,Employed - full time,Home improvement,0
2367896,14/03/2020,2000,54,Employed - full time,House repairs,0
2395326,14/03/2020,15000,60,Employed - full time,Moving home,0
2401652,14/03/2020,1000,12,Self employed,Home,0
2420907,15/03/2020,1000,24,Employed - full time,Home improvement,0
2505828,16/03/2020,3000,24,Employed - full time,decorating,0
2509814,16/03/2020,7000,60,Employed - full time,Home improvement,1
2515040,16/03/2020,20000,54,Employed - full time,home improvements,0
2520728,17/03/2020,10000,60,Employed - full time,Home Improvements,0
2544399,18/03/2020,10000,60,Employed - full time,Deposit for new flat,1
2546624,18/03/2020,5000,36,Employed - full time,Home improvement,0
2550938,18/03/2020,20000,60,Employed - full time,Home improvements,0
2554757,18/03/2020,15000,36,Self employed,Home improvement,0
2561933,18/03/2020,1000,12,Employed - full time,Home Improvements,0
2562627,18/03/2020,15000,60,Self employed,Home improvements,1
2564848,19/03/2020,5000,60,Employed - part time,Home improvement,1
2565171,19/03/2020,15000,48,Employed - full time,Home improvements,0
2574152,19/03/2020,2000,24,Self employed,Home improvements,0
2597286,20/03/2020,10000,24,Employed - full time,Home improvements,0
2610526,21/03/2020,3300,36,Employed - full time,Home improvements,0
2630328,22/03/2020,20000,24,Employed - full time,Car home improvements,0
2650729,23/03/2020,20000,60,Employed - full time,House improvements,0
2653364,24/03/2020,5000,60,Employed - full time,Home improvements,0
2681084,25/03/2020,3000,36,Employed - full time,Home,1
2690273,26/03/2020,15000,54,Employed - full time,Kitchen,0
2691837,26/03/2020,20000,60,Employed - full time,Home improvements,0
2700766,27/03/2020,5000,60,Employed - full time,Home improvements and bills,1
2710999,27/03/2020,1000,12,Employed - full time,home improvements,0
2719819,28/03/2020,1000,12,Employed - full time,Home improvements,0
2730632,28/03/2020,10000,24,Employed - full time,Home improvements and debt,0
2756441,30/03/2020,5000,24,Employed - full time,HOUSE IMPROVMENT,0
2764794,30/03/2020,1000,12,Employed - full time,house,0
2768116,31/03/2020,15000,36,Employed - full time,Home improvement,0
2774270,31/03/2020,2200,36,Employed - full time,Redecorating,1
2783705,01/04/2020,1000,24,Employed - full time,House  equipment,0
2786842,01/04/2020,10000,60,Employed - full time,Home Improvements,0
2827394,02/04/2020,15000,48,Employed - full time,Home improvement,0
2836693,03/04/2020,1000,24,Employed - full time,House,1
2837803,03/04/2020,20000,60,Employed - full time,Home improvement,0
2839326,03/04/2020,5000,36,Employed - full time,home improvement,0
2843451,03/04/2020,2000,60,Retired,Home improment,0
2843766,03/04/2020,500,12,Employed - part time,Flat deposit,0
2867017,04/04/2020,5000,60,Employed - full time,Home Improvements,0
2868418,04/04/2020,8000,24,Employed - full time,Home,0
2870251,04/04/2020,10000,48,Employed - full time,House emlomet,0
2871877,04/04/2020,5000,60,Employed - full time,Home Improvements,1
2873945,05/04/2020,3000,60,Employed - full time,refurbishment,0
2874296,05/04/2020,14000,60,Employed - full time,Home inprovements,0
2882022,05/04/2020,15000,60,Employed - full time,House improvements,0
2884759,05/04/2020,8000,30,Employed - full time,Houes,0
2885795,05/04/2020,1000,12,Employed - full time,New home unforeseen expenses,0
2888705,06/04/2020,12000,60,Employed - full time,Home improvement,0
2889411,06/04/2020,1000,12,Retired,new hom,0
2896439,06/04/2020,3000,48,Employed - full time,Deposit,0
