UID,ALL_AgeOfOldestAccount,ALL_AgeOfYoungestAccount,ALL_Count,ALL_CountActive,ALL_CountClosedLast12Months,ALL_CountDefaultAccounts,ALL_CountOpenedLast12Months,ALL_CountSettled,ALL_MeanAccountAge,ALL_SumCurrentOutstandingBal,ALL_SumCurrentOutstandingBalExcMtg,ALL_TimeSinceMostRecentDefault,ALL_WorstPaymentStatusActiveAccounts
3609798,14,5,5,4,1,0,4,1,9.2,2280,2280,-1,0
3610975,213,3,23,17,0,0,3,6,69.65,430721,27172,-1,0
3611359,176,3,11,8,1,0,1,3,53.45,39031,39031,-1,6
3613041,28,2,3,2,1,0,1,1,17.0,130,130,-1,0
3614772,113,4,14,7,1,0,2,7,39.71,916,916,-1,0
3615055,89,9,20,11,1,5,2,9,32.95,17218,17218,-1,7
3616932,71,6,16,14,0,0,1,2,39.31,11792,11792,-1,0
3617442,165,7,18,11,1,0,2,7,57.44,78337,5610,-1,0
3618930,157,8,19,8,3,0,1,11,91.68,334532,24562,-1,0
3619614,130,1,22,6,3,9,2,16,62.5,4426,4426,-1,7
3621790,95,5,13,11,0,5,1,2,44.77,5231,5231,-1,7
3623187,254,59,9,4,0,0,0,5,109.67,9193,9193,-1,0
3623397,55,8,4,3,1,0,3,1,19.75,0,0,-1,0
3624580,206,3,20,11,1,4,8,9,48.6,4488,4488,-1,0
3624641,173,8,20,8,0,3,1,12,59.3,3913,3913,-1,7
3625591,130,2,18,16,0,8,4,2,54.0,20481,20481,-1,7
3626238,333,6,16,11,1,0,2,5,111.12,113007,16204,-1,0
3626538,214,6,19,17,1,10,1,2,56.89,22337,22337,-1,7
3626772,139,5,25,5,7,1,2,20,38.96,1836,1836,-1,7
3627139,103,1,19,8,5,0,9,11,34.68,10498,10498,-1,0
3627521,245,2,24,12,4,0,4,12,46.71,36779,36779,-1,0
3628709,322,13,21,11,5,0,0,10,114.19,189010,38795,-1,0
3629218,163,2,30,11,3,3,7,19,62.67,17063,17063,-1,7
3630268,311,16,10,5,0,0,0,5,80.8,7682,7682,-1,0
3630492,136,2,21,14,1,0,3,7,55.48,141932,22230,-1,0
3631896,214,5,22,15,2,2,4,7,76.32,9477,9477,-1,7
3632648,74,0,25,13,1,13,1,12,33.88,4131,4131,-1,7
3632663,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1
3632709,94,8,49,21,2,15,2,28,44.88,24624,24624,-1,7
3633745,201,4,16,8,1,1,1,8,58.62,15740,15740,-1,7
3633792,235,3,8,7,1,1,3,1,62.88,16674,16674,-1,0
3634456,173,3,25,16,0,0,6,9,49.08,108369,24606,-1,0
3635312,127,2,5,5,0,0,3,0,30.8,2005,2005,-1,0
3635858,206,15,52,4,1,0,0,48,58.71,90024,238,-1,0
3639826,185,9,24,12,1,0,2,12,50.33,172855,20802,-1,0
3640011,177,2,25,11,2,0,2,14,54.88,251544,39549,-1,0
3640029,271,7,25,19,3,0,5,6,67.6,52247,52247,-1,0
3641159,93,6,5,5,0,0,3,0,25.0,264,264,-1,0
3642111,201,5,22,19,3,9,4,3,36.18,20581,20581,-1,7
3643431,105,1,38,16,6,6,7,22,40.35,9697,9697,-1,7
3644296,72,1,11,7,1,5,1,4,36.45,2851,2851,-1,7
3644900,142,6,17,13,0,3,2,4,49.71,4028,4028,-1,7
3645149,188,24,14,10,0,0,0,4,71.14,101087,20268,-1,0
3645663,217,5,11,7,1,0,2,4,93.0,5661,5661,-1,0
3646938,10,7,2,2,0,0,2,0,8.5,82931,0,-1,0
3647521,258,14,16,10,0,0,0,6,100.5,93556,15189,-1,0
3648392,236,1,15,8,0,0,1,7,69.27,21941,21941,-1,0
3648963,52,8,12,9,0,6,1,3,32.67,2578,2578,-1,7
3649107,81,2,14,13,1,3,10,1,11.86,6767,6767,-1,7
3650407,18,3,7,6,1,0,3,1,11.43,638,638,-1,0
3652317,91,2,21,7,5,0,4,14,31.1,125221,18291,-1,0
3652506,208,11,14,8,2,0,1,6,112.86,12797,12797,-1,0
3654920,116,2,36,12,2,15,2,24,43.44,2197,2197,-1,7
3655331,91,5,4,4,0,1,1,0,42.25,1409,1409,-1,7
3655934,104,0,13,7,1,3,1,6,61.23,9410,9410,-1,7
3655986,99,8,9,5,2,0,2,4,25.89,52497,7293,-1,0
3657629,166,1,12,5,1,0,2,7,61.67,12682,12682,-1,0
3658402,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1
3658504,75,4,22,15,1,9,3,7,33.05,63833,63833,-1,7
3658808,84,8,3,3,0,0,2,0,34.0,963,963,-1,0
3659002,42,1,27,9,15,0,19,18,11.63,6758,6758,-1,1
3660378,22,4,22,18,4,0,9,4,13.27,7941,7941,-1,0
3661824,78,4,26,12,6,0,7,14,26.62,20326,20326,-1,0
3662395,188,2,45,13,1,2,3,32,44.38,15119,15119,-1,7
3662473,110,4,15,8,4,0,3,7,47.47,190963,18786,-1,0
3662660,78,13,11,9,0,0,0,2,39.0,21787,21787,-1,0
3663407,194,3,14,10,1,1,4,4,64.29,70621,8234,-1,0
3663604,188,2,24,10,3,2,5,14,62.42,62405,9674,-1,0
3664024,332,2,127,23,4,14,4,104,53.02,8813,8813,-1,7
3664133,150,51,7,3,1,1,0,4,83.43,92,92,-1,7
3665018,200,48,6,2,0,0,0,4,108.33,0,0,-1,0
3665054,121,5,17,10,1,6,4,7,50.82,7954,7954,-1,7
3667377,154,4,10,9,1,0,3,1,36.2,17649,17649,-1,0
3669184,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1
3670203,197,4,15,10,0,0,4,5,74.8,249297,1740,-1,0
3670342,135,4,10,7,1,6,3,3,54.0,2067,2067,-1,7
3670787,59,15,4,4,0,0,0,0,28.25,7810,7810,-1,0
3671247,174,2,27,16,3,7,7,11,60.7,7602,5847,-1,7
3671321,122,1,51,12,13,0,5,39,28.92,11722,11722,-1,1
3672060,179,5,56,31,3,16,6,25,59.36,24629,24629,-1,7
3672116,271,7,19,9,1,4,1,10,91.11,46727,13165,-1,7
3672567,237,27,12,7,0,0,0,5,93.08,116884,374,-1,0
3673725,156,3,18,12,2,0,4,6,56.11,219338,17281,-1,0
3673753,128,5,33,10,5,0,6,23,48.82,65416,5259,-1,0
3674152,239,6,24,10,3,0,2,14,78.58,203478,11591,-1,0
3674401,105,6,6,5,0,0,2,1,45.83,182667,5227,-1,0
3675755,105,13,8,6,0,0,0,2,38.12,1348,1348,-1,0
3676927,128,8,10,5,0,0,1,5,59.1,1043,1043,-1,0
3676929,169,1,14,10,0,2,2,4,85.43,54252,4676,-1,7
3677198,128,6,12,8,2,6,2,4,36.08,4967,4967,-1,7
3678698,157,0,27,9,1,0,3,18,51.96,234143,4892,-1,0
3679779,34,7,8,8,0,5,1,0,17.5,3525,3525,-1,7
3680204,43,4,12,9,3,0,6,3,13.83,4417,4417,-1,1
3681460,107,3,21,6,0,3,2,15,62.71,90393,4437,-1,0
3683236,390,9,4,4,0,0,1,0,164.0,1,1,-1,0
3684628,226,6,11,8,0,0,2,3,80.18,24,24,-1,0
3684727,313,54,9,7,1,1,0,2,132.56,8250,8250,-1,7
3686885,261,16,14,10,0,0,0,4,107.57,15814,15814,-1,0
3693096,31,1,8,8,0,0,6,0,11.38,13092,13092,-1,0
3693733,91,1,19,9,3,0,4,10,39.26,361563,15332,-1,0
3693980,188,8,23,14,5,1,1,9,80.35,114532,18972,-1,7
3694620,150,5,23,13,2,0,6,10,51.13,87014,17095,-1,0
3697407,179,3,17,7,3,3,3,10,50.47,3324,3324,-1,7
3699230,232,10,16,8,1,2,1,8,83.94,7729,7729,-1,0
3700588,97,34,25,14,0,6,0,11,62.0,13876,13876,-1,7
3702069,136,6,15,7,1,0,2,8,56.47,6162,6162,-1,0
3704569,25,14,5,5,0,2,0,0,19.6,1596,1596,-1,7
3704742,194,0,5,4,1,0,3,1,43.0,1318,1318,-1,0
3705209,148,3,26,14,2,0,7,12,40.69,394250,13315,-1,0
3706750,164,9,18,9,2,0,2,9,43.89,105983,2547,-1,0
3707372,130,2,29,12,2,0,5,17,41.34,100789,13364,-1,0
3707679,93,11,10,9,1,0,1,1,29.9,1442,1442,-1,0
3708721,172,2,22,9,2,0,2,13,74.0,144753,24667,-1,0
3710694,99,16,6,5,0,0,0,1,32.0,129,129,-1,0
3710806,89,3,4,4,0,0,2,0,31.75,2895,2895,-1,0
3710824,202,2,14,9,0,2,1,5,68.43,1345,1345,-1,0
3711185,234,3,9,8,0,0,4,1,39.22,7954,7954,-1,4
3711381,760,5,17,12,0,0,1,5,145.59,122718,6938,-1,0
3713758,102,3,18,9,7,0,3,9,31.67,9362,9362,-1,0
3716681,220,5,22,16,0,6,4,6,48.91,11215,11215,-1,7
3716735,241,1,14,8,1,1,1,6,99.29,6443,6443,-1,7
3717904,390,4,26,19,0,3,1,7,114.46,30193,30193,-1,7
3718899,96,5,13,10,2,0,6,3,25.54,24941,24941,-1,0
3719188,126,0,10,7,0,0,3,3,40.8,602,602,-1,0
3719655,78,4,17,14,1,1,4,3,39.94,4031,4031,-1,0
3719666,212,4,12,9,2,0,2,3,60.83,250578,20612,-1,0
3720386,138,5,78,8,3,0,4,70,48.05,28701,28701,-1,0
3722638,7,2,4,4,0,0,4,0,3.75,188,188,-1,1
3723582,286,3,21,12,2,0,1,9,107.24,29902,29902,-1,0
3726355,64,10,14,10,2,7,1,4,35.36,8333,8333,-1,7
3726444,46,12,4,4,0,0,0,0,21.75,0,0,-1,0
3726527,254,9,19,13,0,0,2,6,63.0,24812,24812,-1,0
3727494,234,5,19,7,1,6,2,12,73.37,18587,18587,-1,0
3728125,161,3,12,7,1,0,2,5,46.17,10869,10869,-1,0
3728331,130,10,13,6,1,0,3,7,45.85,4955,4955,-1,0
3730899,131,14,18,12,2,0,0,6,62.67,30071,30071,-1,0
3731003,180,1,9,7,0,0,3,2,72.0,18019,18019,-1,0
3731262,181,1,9,7,0,3,2,2,73.56,1206,1206,-1,7
3733017,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1
3733077,499,11,23,19,0,0,2,4,149.43,303446,39446,-1,0
3736031,111,7,7,5,2,0,2,2,53.43,12273,12273,-1,0
3738937,227,6,14,7,0,0,1,7,94.43,496594,20921,-1,0
3740333,230,3,10,6,0,3,1,4,82.5,8140,8140,-1,7
3742042,153,2,24,15,1,2,7,9,46.21,175619,22934,-1,0
3743410,266,3,41,8,9,4,6,33,41.27,3447,3447,-1,0
3744213,188,2,9,4,1,0,1,5,82.22,6062,6062,-1,0
3745094,210,8,21,16,2,4,3,5,50.57,11926,11926,-1,7
3745446,37,0,17,13,1,1,9,4,13.94,35983,35983,-1,0
3745804,258,5,17,4,5,4,3,13,72.18,10521,10521,-1,0
3746218,144,4,29,13,6,0,4,16,53.0,20378,20378,-1,0
3747757,165,6,8,7,0,0,1,1,82.75,56435,8936,-1,0
3750170,138,3,77,11,9,11,6,66,41.3,17659,17659,-1,7
3750248,117,6,26,15,3,15,4,11,53.85,8174,8174,-1,7
3750741,268,4,21,12,0,1,1,9,103.19,187664,14325,-1,7
3751017,78,3,13,8,0,0,2,5,37.54,9380,9380,-1,0
3752262,94,3,11,5,4,0,2,6,32.82,27777,27777,-1,0
3753759,233,27,13,8,3,0,0,5,137.31,111615,18756,-1,0
3754500,210,3,20,8,2,0,4,12,69.45,16030,16030,-1,0
3754778,174,6,15,12,0,1,1,3,57.2,17013,17013,-1,7
3755197,101,7,14,8,1,0,2,6,43.43,22704,22704,-1,0
3755610,120,5,9,8,0,1,4,1,30.0,151682,2403,-1,0
3757412,167,5,18,10,2,2,1,8,65.78,6527,6527,-1,7
3757928,72,3,16,9,2,0,5,7,23.75,10653,10653,-1,0
3759265,146,5,22,17,1,0,3,5,44.82,27926,27926,-1,0
3759284,96,1,10,8,1,0,2,2,43.7,5070,5070,-1,0
3760439,145,32,8,7,0,7,0,1,75.0,1568,1568,-1,7
3760499,84,5,27,7,3,0,3,20,41.7,10391,10391,-1,0
3763966,152,0,15,12,1,1,6,3,30.87,5498,5498,-1,0
3764747,98,7,7,7,0,6,1,0,44.29,5417,5417,-1,7
3765715,248,6,19,9,4,0,2,10,70.74,5481,5481,-1,0
3766523,96,4,30,19,1,12,2,11,40.47,7801,7801,-1,7
3767034,246,3,68,10,7,12,10,58,51.71,10708,10708,-1,7
3769239,286,3,26,14,3,0,3,12,78.73,203401,39698,-1,0
3771091,192,3,49,24,3,17,4,25,67.06,8886,8886,-1,7
3771620,215,12,15,9,0,2,0,6,69.87,6967,6967,-1,0
3772432,259,5,12,9,1,1,4,3,70.33,7913,7913,-1,7
3772778,275,3,34,15,2,0,3,19,92.0,681423,60866,-1,0
3773602,124,8,17,7,1,0,1,10,54.94,2807,2807,-1,0
3775124,147,2,13,9,1,1,4,4,34.23,5131,5131,-1,7
3775296,224,2,11,10,0,8,1,1,69.45,14823,14823,-1,7
3775885,217,6,30,12,0,0,1,18,63.23,67344,22650,-1,0
3776069,144,4,9,8,0,1,1,1,48.0,977,977,-1,7
3778098,135,4,50,13,4,0,3,37,45.84,32537,32537,-1,0
3778960,142,3,19,9,2,0,1,10,67.37,6152,6152,-1,0
3779427,176,40,9,6,0,0,0,3,91.11,3215,3215,-1,0
3781271,186,46,14,10,0,5,0,4,96.36,64492,1410,-1,7
3782784,204,6,27,12,6,0,4,15,52.04,177622,15985,-1,0
3783427,178,23,5,5,0,0,0,0,101.6,10670,10670,-1,0
3784237,141,6,18,12,2,0,6,6,31.89,8727,8727,-1,0
3784252,120,2,25,17,2,1,5,8,60.16,16680,16680,-1,0
3784839,130,8,4,4,0,0,1,0,69.0,1824,1824,-1,0
3785719,103,1,20,12,3,0,3,8,34.65,216670,30198,-1,0
3787617,122,3,12,7,1,0,1,5,40.92,5891,5891,-1,0
3788838,24,12,4,4,0,0,0,0,18.25,168,168,-1,0
3790072,126,8,7,5,1,1,1,2,40.57,5128,5128,-1,7
3790194,95,11,29,15,1,7,1,14,38.76,7702,7702,-1,7
3790260,248,9,20,15,0,0,2,5,106.4,18348,18348,-1,0
3790371,163,3,30,16,2,0,2,14,59.8,201584,25630,-1,0
3790467,274,7,17,4,3,0,1,13,88.0,89,89,-1,0
3791433,201,7,14,4,3,0,1,10,72.0,27,27,-1,0
3791892,72,8,11,6,2,0,1,5,38.36,3503,3503,-1,0
3792324,267,3,26,15,2,3,6,11,82.69,192976,13494,-1,1
3794554,71,48,4,2,0,2,0,2,58.75,463,463,-1,7
3796331,165,6,23,10,4,0,5,13,45.7,350831,42151,-1,0
3797063,284,0,37,23,4,10,5,14,72.59,409885,54903,-1,7
3798182,330,8,13,9,0,0,1,4,122.92,269733,11405,-1,0
3798438,226,4,25,4,1,0,1,21,57.64,218512,7057,-1,0
3798458,219,3,8,5,0,0,2,3,78.12,132167,1949,-1,0
3799523,317,3,23,13,2,0,2,10,80.39,257368,61964,-1,0
3801165,184,2,32,21,2,0,4,11,46.47,30931,30931,-1,0
3801240,283,5,16,9,0,0,5,7,74.44,103539,307,-1,1
3802039,166,10,18,5,1,0,1,13,72.67,86486,11591,-1,0
3804551,178,7,65,8,0,0,1,57,37.35,14439,14439,-1,0
3809175,362,6,19,10,3,0,3,9,79.32,23320,23320,-1,0
3811611,73,9,8,8,0,5,1,0,46.12,3963,3963,-1,7
3814104,384,6,28,15,1,0,3,13,87.61,120579,20653,-1,0
3814311,226,1,38,18,2,0,7,20,58.18,300486,79688,-1,0
3814379,308,19,12,8,0,0,0,4,106.75,31940,31940,-1,0
3816760,436,5,15,8,1,0,1,7,92.2,259525,29516,-1,0
3818434,172,3,37,16,2,1,7,21,43.24,11361,11361,-1,7
3818500,122,5,8,5,0,0,1,3,57.25,48,48,-1,0
3818840,128,7,12,9,1,7,1,3,58.08,10982,10982,-1,7
3821494,70,7,8,8,0,0,3,0,21.38,10397,10397,-1,0
3822404,294,2,10,8,1,2,3,2,112.2,3775,3775,-1,7
3823047,129,5,24,12,2,0,5,12,58.25,19636,19636,-1,0
3824407,128,2,19,13,0,5,2,6,62.47,7312,7312,-1,7
3824428,95,9,13,8,1,0,1,5,52.92,45366,45366,-1,0
3824585,170,2,30,13,2,0,4,17,62.73,230714,55453,-1,0
3825583,199,6,7,5,0,0,1,2,71.57,104575,8116,-1,0
3825667,71,7,7,7,0,1,1,0,35.57,8088,8088,-1,7
3828829,210,2,13,6,1,0,2,7,62.15,0,0,-1,0
3830731,99,3,29,15,2,0,4,14,34.72,41803,41803,-1,0
3832392,80,13,9,6,0,0,0,3,34.89,264,264,-1,0
3832812,174,6,18,9,1,0,2,9,68.78,8823,8823,-1,0
3833460,93,8,13,7,3,0,1,6,37.38,9599,9599,-1,0
3833600,187,1,22,13,2,0,3,9,75.73,6148,6148,-1,0
3835721,131,1,18,9,3,3,4,9,51.89,17283,17283,-1,0
3835786,258,3,93,12,24,2,12,81,41.91,12456,12456,-1,0
3836714,175,8,9,6,0,0,1,3,98.11,2451,2451,-1,0
3837162,151,5,9,8,0,2,1,1,75.78,592,592,-1,7
3838708,223,3,73,12,17,0,14,61,27.18,12740,12740,-1,0
3839236,70,3,12,11,0,0,8,1,17.92,10838,10838,-1,0
3842415,295,8,29,12,1,2,1,17,80.38,37414,37414,-1,0
3842787,164,10,9,7,0,2,1,2,93.44,2286,2286,-1,7
3843809,45,11,21,7,5,9,3,14,20.71,2437,2437,-1,7
3844430,92,16,5,4,1,0,0,1,39.2,0,0,-1,0
3844847,216,4,30,22,0,0,4,8,67.53,45409,19106,-1,1
3845781,156,1,5,3,0,0,1,2,67.0,3063,3063,-1,0
3847623,124,9,15,5,2,0,2,10,51.6,19175,19175,-1,0
3848128,169,25,8,3,0,0,0,5,100.12,0,0,-1,0
3848524,178,6,24,17,1,0,2,7,97.67,73801,34787,-1,0
3851698,97,5,24,17,2,11,2,7,37.79,15746,15746,-1,7
3852896,336,2,12,8,0,0,2,4,73.25,8263,8263,-1,0
3853711,146,4,19,11,0,2,2,8,51.21,13800,13800,-1,7
3854752,97,12,17,5,0,0,0,12,46.59,7618,7618,-1,0
3854803,170,4,9,6,0,3,2,3,57.78,12474,12474,-1,7
3855534,263,7,24,16,1,8,1,8,76.17,33637,33637,-1,7
3856657,154,2,25,14,3,5,3,11,51.12,36806,36806,-1,7
3859140,330,8,9,7,0,0,1,2,115.89,97627,4886,-1,0
3859580,154,2,41,16,3,1,5,25,48.88,10321,10321,-1,1
3860875,103,11,31,5,4,2,1,26,38.19,1796,1796,-1,3
3862391,169,4,43,22,8,0,11,21,37.44,22912,22912,-1,1
3863944,91,1,13,12,0,6,2,1,38.92,15625,15625,-1,7
3865810,83,6,8,7,1,0,3,1,22.0,16483,16483,-1,0
3867455,332,5,11,8,3,0,1,3,86.64,175004,13175,-1,0
3868786,223,10,9,6,0,1,1,3,85.22,4937,4937,-1,0
3869305,80,14,4,4,0,0,0,0,45.75,5754,5754,-1,0
3869461,100,5,15,8,2,3,5,7,49.0,22936,22936,-1,0
3869865,760,6,9,7,1,0,2,2,131.33,55975,16686,-1,0
3874695,145,2,21,16,2,0,8,5,37.86,320844,31732,-1,0
3875558,99,4,6,3,2,2,1,3,42.5,1578,1578,-1,7
3875702,251,5,29,13,2,2,2,16,66.86,10146,10146,-1,0
3877521,115,3,5,4,1,0,2,1,30.8,8345,8345,-1,0
3877815,135,4,11,5,3,2,3,6,42.09,2360,2360,-1,7
3879318,45,2,9,5,2,0,3,4,18.56,25204,25204,-1,0
3879321,12,6,6,6,0,0,4,0,9.17,594,594,-1,0
3880077,238,9,11,11,0,3,1,0,112.0,54958,6542,-1,7
3880280,293,1,17,10,2,0,2,7,78.59,244565,49678,-1,0
3881732,145,5,11,7,3,0,3,4,43.55,3497,3497,-1,0
3882738,157,2,26,21,2,0,6,5,47.38,193860,46713,-1,0
3883994,259,5,13,10,0,1,1,3,108.0,94099,23820,-1,7
3885459,103,3,30,11,0,10,2,19,38.2,23588,23588,-1,7
3888063,195,4,10,8,1,0,3,2,55.8,122276,535,-1,0
3890167,154,4,23,8,2,3,2,15,50.3,1514,1514,-1,0
3891584,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1
3891650,261,7,12,4,3,0,2,8,58.83,8943,8943,-1,0
3891837,137,13,16,11,2,0,0,5,62.38,97739,19299,-1,0
3892115,398,9,20,12,2,0,3,8,129.3,17373,17373,-1,0
3892485,138,1,19,10,4,0,6,9,31.32,9384,9384,-1,0
3892842,129,3,10,7,1,0,3,3,36.5,9687,9687,-1,0
3893156,199,13,24,16,1,0,0,8,48.5,183753,23182,-1,0
3896843,181,6,57,10,11,0,10,47,33.77,120384,13827,-1,0
3897344,83,11,10,4,2,0,2,6,46.5,9529,9529,-1,0
3898032,163,5,22,17,1,0,3,5,65.0,95661,45351,-1,0
3898500,144,17,11,7,0,0,0,4,52.55,6844,6844,-1,4
3901382,129,9,6,6,0,0,1,0,59.83,137407,981,-1,0
3901548,61,3,10,7,0,0,2,3,25.8,19563,19563,-1,0
3902218,191,6,12,9,1,6,1,3,77.5,27136,27136,-1,7
3902448,112,1,18,10,0,3,6,8,48.39,6526,6526,-1,7
3903424,99,5,34,8,7,0,5,26,39.24,24489,24489,-1,0
3904322,760,44,10,6,1,0,0,4,211.2,1218,1218,-1,0
3904724,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1
3904982,160,2,17,10,2,0,6,7,45.76,190914,6675,-1,0
3905932,80,13,6,5,0,0,0,1,53.33,0,0,-1,0
3907015,309,7,10,8,1,0,3,2,94.4,14801,14801,-1,0
3907378,133,2,29,20,1,0,2,9,45.41,285123,38907,-1,0
3908516,224,6,18,12,2,0,2,6,51.39,136396,13334,-1,0
3909351,272,2,14,10,1,0,6,4,90.0,178130,23930,-1,0
3911194,213,2,14,10,1,0,2,4,53.5,16868,16868,-1,0
3912071,165,17,22,11,0,0,0,11,54.5,441800,1415,-1,0
3915265,133,6,16,10,2,0,3,6,44.88,113544,10368,-1,0
3918550,281,1,10,9,1,0,5,1,68.3,188023,2801,-1,0
3919800,235,4,35,14,4,0,7,21,60.0,367845,84389,-1,0
3922851,189,1,16,10,3,0,6,6,46.19,191817,31327,-1,0
3923116,221,11,13,7,1,0,1,6,79.38,108521,44438,-1,0
3925752,103,13,20,12,2,3,0,8,56.0,58768,6070,-1,7
3925984,199,1,17,11,0,0,2,6,88.0,68655,8789,-1,0
3929462,56,3,9,8,1,0,2,1,23.89,4744,4744,-1,4
3929897,10,5,2,2,0,0,2,0,7.5,0,0,-1,0
3930044,232,3,25,13,5,0,8,12,44.24,24556,24556,-1,1
3931033,127,1,23,17,2,0,6,6,38.87,14118,14118,-1,0
3931050,175,4,25,12,1,0,2,13,49.32,164087,13452,-1,0
3931510,75,3,3,2,0,0,1,1,37.0,0,0,-1,0
3932771,62,5,13,7,3,0,5,6,24.23,2827,2827,-1,0
3933131,151,41,6,1,0,1,0,5,71.17,615,615,-1,7
3933324,45,1,2,1,1,0,1,1,23.0,0,0,-1,0
3935257,139,6,15,9,2,0,2,6,54.73,14317,14317,-1,0
3935515,241,4,22,12,6,4,7,10,45.64,14775,14775,-1,7
3935516,178,3,26,11,5,0,11,15,34.15,22697,22697,-1,0
3936627,165,8,24,13,3,0,2,11,50.04,13350,13350,-1,0
3938262,146,3,25,11,6,0,6,14,36.08,91859,22431,-1,0
3938528,38,15,8,7,1,0,0,1,24.12,969,969,-1,0
3938582,166,7,16,10,1,0,2,6,57.69,18958,18958,-1,0
3939360,160,9,6,5,1,1,1,1,59.83,2317,2317,-1,7
3939662,155,1,12,8,1,2,2,4,49.5,6438,6438,-1,7
3940440,297,4,20,10,0,0,1,10,80.8,25423,25423,-1,0
3940500,64,11,5,3,1,0,1,2,30.8,0,0,-1,0
3941866,200,2,10,8,1,0,4,2,78.0,19890,19890,-1,0
3943548,227,4,22,12,1,0,1,10,76.55,14894,14894,-1,1
3943690,147,4,33,22,3,4,3,11,28.42,7238,7238,-1,7
3943697,223,3,23,15,0,0,5,8,68.7,10281,10281,-1,1
3944519,67,3,9,5,0,0,2,4,33.33,25003,25003,-1,0
3944677,25,25,1,1,0,0,0,0,25.0,983,983,-1,0
3945161,124,12,24,11,2,0,0,13,61.38,37000,37000,-1,0
3946123,222,1,35,27,1,0,2,8,63.03,249351,19489,-1,0
3946212,22,3,15,10,3,0,6,5,14.27,4551,4551,-1,0
3947108,299,25,15,8,0,0,0,7,115.53,188927,3800,-1,0
3948747,22,16,2,2,0,0,0,0,19.0,0,0,-1,0
3950948,140,7,18,10,1,0,1,8,54.67,95342,17442,-1,0
3951264,67,5,19,16,0,1,3,3,31.0,23699,23699,-1,0
3951802,113,3,12,9,1,0,7,3,31.25,5684,5684,-1,0
3952413,128,9,12,9,0,2,1,3,55.08,2955,2955,-1,7
3953661,216,3,23,15,0,2,2,8,72.96,29689,29689,-1,7
3954142,15,7,6,6,0,0,2,0,11.0,34,34,-1,0
3954322,105,2,25,13,1,7,4,12,40.44,7107,7107,-1,7
3954462,165,6,9,4,0,0,1,5,61.44,23007,23007,-1,0
3954807,131,3,16,6,3,0,3,10,48.0,2350,2350,-1,0
3955770,82,2,13,8,4,0,5,5,27.0,758,758,-1,0
3956255,214,9,13,9,0,0,1,4,83.0,132740,20652,-1,0
3958579,161,5,63,8,1,0,3,55,53.56,17895,17895,-1,0
3959206,96,11,17,3,4,4,2,14,43.18,627,627,-1,7
3960651,86,5,16,11,2,0,1,5,30.06,15500,15500,-1,0
3963300,272,4,18,9,2,0,2,9,85.44,144616,12866,-1,0
3965996,199,3,44,13,3,0,5,31,56.8,95739,31895,-1,1
3966713,190,4,11,9,0,0,2,2,37.45,14361,14361,-1,1
3966835,237,7,13,9,2,0,1,4,86.23,26278,18735,-1,0
3967000,181,51,7,3,0,0,0,4,94.57,0,0,-1,0
3967630,188,4,16,8,2,0,1,8,77.19,14853,14853,-1,0
3967998,141,6,8,5,2,0,5,3,25.38,1064,1064,-1,0
3968226,208,1,41,14,6,0,9,27,36.2,127709,7300,-1,0
3968844,184,1,10,6,2,0,3,4,72.6,851,851,-1,0
3970579,222,16,10,7,3,0,0,3,85.4,6500,6500,-1,0
3971212,63,6,4,4,0,0,2,0,25.25,1589,1589,-1,0
3973070,362,6,21,15,2,0,1,6,83.14,16728,16728,-1,0
3975487,187,4,15,10,2,0,3,5,68.27,107489,34948,-1,0
3975534,157,1,43,6,8,4,7,37,37.77,1513,1513,-1,7
3976635,150,5,21,12,1,0,3,9,55.86,210875,13791,-1,0
3977502,169,5,12,8,2,4,1,4,82.0,952,952,-1,7
3977670,106,7,63,8,2,8,2,55,32.37,7989,7989,-1,7
3978118,114,9,17,9,2,0,2,8,45.18,12341,12341,-1,0
3978464,79,16,5,4,0,0,0,1,40.8,184,184,-1,0
3981214,155,30,9,5,0,0,0,4,94.89,10925,10925,-1,0
3981326,14,14,1,1,0,0,0,0,14.0,0,0,-1,0
3983177,109,100,3,2,0,1,0,1,103.67,799,799,-1,7
3983705,108,15,7,4,2,3,0,3,45.14,2862,2862,-1,7
3983756,295,4,14,11,1,0,2,3,109.0,156683,25126,-1,0
3985198,194,7,27,6,10,0,1,21,84.48,74947,19075,-1,0
3987986,158,2,23,15,1,0,3,8,51.65,150692,30032,-1,0
3988297,106,14,16,9,0,0,0,7,57.94,149072,15013,-1,0
3990688,183,32,6,2,2,0,0,4,76.67,0,0,-1,0
3991212,16,2,4,4,0,0,3,0,7.25,137,137,-1,6
3991320,208,6,25,19,1,0,3,6,82.72,378545,31421,-1,0
3995321,93,4,11,8,2,1,3,3,40.27,1173,1173,-1,0
3995354,181,4,21,9,5,0,5,12,61.95,135832,25263,-1,0
3995966,104,3,65,12,7,0,3,53,29.55,2565,2565,-1,2
